n	ctrl	filename	algo_name	expanded_nodes	iteration_count	max_size	time	count_steps	steps
4	80	NSQ-n4-ctrl80_20250515-003208.863535066.inp	VDM's PE	2871	1397	976	0.006513	30	RURDLLURURDDLLURURRDDLDRULUULL
4	80	NSQ-n4-ctrl80_20250515-003208.863535066.inp	AStar with Partial Expansion with C = 2.000000	2871	1397	2831	0.006626	30	RURDLLURURDDLLURURRDDLDRULUULL
4	80	NSQ-n4-ctrl80_20250515-003208.863535066.inp	Focal Search with eps = 1.050000	645	310	650	0.001423	30	RURDLLURURDDLLURURRDDLDRULUULL
4	80	NSQ-n4-ctrl80_20250515-003208.887567839.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	160	74	163	0.00041	25	DDLLLURURRDLLURRDDLLDLUUU
4	80	NSQ-n4-ctrl80_20250515-003208.887567839.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	133	62	75	0.000238	25	DDLLLURURRDLLURRDDLLDLUUU
4	80	NSQ-n4-ctrl80_20250515-003208.887567839.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	154	70	60	0.00049	25	DDLLLURURRDLLURRDDLLDLUUU
4	80	NSQ-n4-ctrl80_20250515-003208.887567839.inp	VDM's PE	168	79	64	0.000314	25	DDLLLURURRDLLURRDDLLDLUUU
4	80	NSQ-n4-ctrl80_20250515-003208.887567839.inp	AStar with Partial Expansion with C = 2.000000	168	79	168	0.000311	25	DDLLLURURRDLLURRDDLLDLUUU
4	80	NSQ-n4-ctrl80_20250515-003208.887567839.inp	Focal Search with eps = 1.050000	152	71	83	0.00026	25	DDLLLURURRDLLURRDDLLDLUUU
4	80	NSQ-n4-ctrl80_20250515-003208.891403599.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	5089	2530	5187	0.01854	25	URRULLURRDDLDLUURRULDDLUU
4	80	NSQ-n4-ctrl80_20250515-003208.891403599.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	5092	2533	2685	0.013563	25	URRULLURRDDLDLUURRULDDLUU
4	80	NSQ-n4-ctrl80_20250515-003208.891403599.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	5148	2560	1573	0.02859	25	URRULLURRDDLDLUURRULDDLUU
4	80	NSQ-n4-ctrl80_20250515-003208.891403599.inp	VDM's PE	5718	2860	1677	0.012331	25	URRULLURRDDLDLUURRULDDLUU
4	80	NSQ-n4-ctrl80_20250515-003208.891403599.inp	AStar with Partial Expansion with C = 2.000000	5715	2857	5677	0.013541	25	URRULLURRDDLDLUURRULDDLUU
4	80	NSQ-n4-ctrl80_20250515-003208.891403599.inp	Focal Search with eps = 1.050000	4227	2094	2523	0.010292	25	URRULLURRDDLDLUURRULDDLUU
4	80	NSQ-n4-ctrl80_20250515-003208.995858402.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	18566	9997	26896	0.090257	35	DLLUULDDRURUURDLLLURRRDLDLULDRDLUUU
4	80	NSQ-n4-ctrl80_20250515-003208.995858402.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	18631	10031	17158	0.070717	35	DLLUULDDRURUURDLLLURRRDLDLULDRDLUUU
4	80	NSQ-n4-ctrl80_20250515-003208.995858402.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	18629	10030	11750	0.145847	35	DLLUULDDRURUURDLLLURRRDLDLULDRDLUUU
4	80	NSQ-n4-ctrl80_20250515-003208.995858402.inp	VDM's PE	60599	32732	18887	0.163249	35	DLLUULDDRRUUURDLLDLUURRRDLDDLLURULU
4	80	NSQ-n4-ctrl80_20250515-003208.995858402.inp	AStar with Partial Expansion with C = 2.000000	60269	32550	59673	0.209625	35	DLLUULDDRRUUURDLLDLUURRRDLDDLLURULU
4	80	NSQ-n4-ctrl80_20250515-003208.995858402.inp	Focal Search with eps = 1.050000	18622	10036	17154	0.060857	35	DLLUULDDRURUURDLLLURRRDLDLULDRDLUUU
4	80	NSQ-n4-ctrl80_20250515-003209.809459795.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	411	207	416	0.001191	27	URDDDRUULDLDRULUURRDRULDLLU
4	80	NSQ-n4-ctrl80_20250515-003209.809459795.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	404	203	208	0.000857	27	URDDDRUULDLDRULUURRDRULDLLU
4	80	NSQ-n4-ctrl80_20250515-003209.809459795.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	390	195	143	0.001473	27	URDDDRUULDLDRULUURRDRULDLLU
4	80	NSQ-n4-ctrl80_20250515-003209.809459795.inp	VDM's PE	438	220	154	0.000891	27	URDDDRUULDLDRULUURRDRULDLLU
4	80	NSQ-n4-ctrl80_20250515-003209.809459795.inp	AStar with Partial Expansion with C = 2.000000	438	220	438	0.000944	27	URDDDRUULDLDRULUURRDRULDLLU
4	80	NSQ-n4-ctrl80_20250515-003209.809459795.inp	Focal Search with eps = 1.050000	357	180	183	0.000751	27	URDDDRUULDLDRULUURRDRULDLLU
4	80	NSQ-n4-ctrl80_20250515-003209.817527575.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	1085	541	1608	0.003508	29	LDDDRULDLLUURDRRDLLLUUURDRULL
4	80	NSQ-n4-ctrl80_20250515-003209.817527575.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	1080	539	1070	0.002675	29	LDDDRULDLLUURDRRDLLLUUURDRULL
4	80	NSQ-n4-ctrl80_20250515-003209.817527575.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	1085	541	699	0.005146	29	LDDDRULDLLUURDRRDLLLUUURDRULL
4	80	NSQ-n4-ctrl80_20250515-003209.817527575.inp	VDM's PE	3918	1979	1247	0.008982	29	DDDLLLUURDRRDLLLUUURDDRRUULLL
4	80	NSQ-n4-ctrl80_20250515-003209.817527575.inp	AStar with Partial Expansion with C = 2.000000	3915	1978	3885	0.009202	29	DDDLLLUURDRRDLLLUUURDDRRUULLL
4	80	NSQ-n4-ctrl80_20250515-003209.817527575.inp	Focal Search with eps = 1.050000	1076	537	1070	0.002479	29	LDDDRULDLLUURDRRDLLLUUURDRULL
4	80	NSQ-n4-ctrl80_20250515-003209.853347180.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	702	341	927	0.002138	26	ULLLDRULURDDLUURRRULDDLULU
4	80	NSQ-n4-ctrl80_20250515-003209.853347180.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	702	341	602	0.001612	26	ULLLDRULURDDLUURRRULDDLULU
4	80	NSQ-n4-ctrl80_20250515-003209.853347180.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	697	339	372	0.003042	26	ULLLDRULURDDLUURRRULDDLULU
4	80	NSQ-n4-ctrl80_20250515-003209.853347180.inp	VDM's PE	1838	916	561	0.003926	26	ULLLDRULURDDLUURRRULDDLULU
4	80	NSQ-n4-ctrl80_20250515-003209.853347180.inp	AStar with Partial Expansion with C = 2.000000	1804	900	1776	0.004271	26	ULLLDRULURDDLUURRRULDDLULU
4	80	NSQ-n4-ctrl80_20250515-003209.853347180.inp	Focal Search with eps = 1.050000	636	309	575	0.001551	26	ULLLDRULURDDLUURRRULDDLULU
4	80	NSQ-n4-ctrl80_20250515-003209.872440380.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	813	409	1069	0.002653	29	LDRRRUUULLDLDDRRRULULURDDLUUL
4	80	NSQ-n4-ctrl80_20250515-003209.872440380.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	788	398	646	0.001858	29	LDRRRUUULLDLDDRRRULULURDDLUUL
4	80	NSQ-n4-ctrl80_20250515-003209.872440380.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	784	396	433	0.003498	29	LDRRRUUULLDLDDRRRULULURDDLUUL
4	80	NSQ-n4-ctrl80_20250515-003209.872440380.inp	VDM's PE	2589	1337	828	0.005989	29	LDRRRUUULLDLDDRRRULULURDDLUUL
4	80	NSQ-n4-ctrl80_20250515-003209.872440380.inp	AStar with Partial Expansion with C = 2.000000	2589	1337	2583	0.00611	29	LDRRRUUULLDLDDRRRULULURDDLUUL
4	80	NSQ-n4-ctrl80_20250515-003209.872440380.inp	Focal Search with eps = 1.050000	731	371	630	0.001644	29	LDRRRUUULLDLDDRRRULULURDDLUUL
4	80	NSQ-n4-ctrl80_20250515-003209.897394330.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	103	44	120	0.000254	19	UULLDRDDLUURDDLUUUL
4	80	NSQ-n4-ctrl80_20250515-003209.897394330.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	123	55	80	0.000216	19	UULLDRDDLUURDDLUUUL
4	80	NSQ-n4-ctrl80_20250515-003209.897394330.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	99	42	42	0.000302	19	UULLDRDDLUURDDLUUUL
4	80	NSQ-n4-ctrl80_20250515-003209.897394330.inp	VDM's PE	193	85	66	0.00034	19	UULLDRDDLUURDDLUUUL
4	80	NSQ-n4-ctrl80_20250515-003209.897394330.inp	AStar with Partial Expansion with C = 2.000000	193	85	193	0.000338	19	UULLDRDDLUURDDLUUUL
4	80	NSQ-n4-ctrl80_20250515-003209.897394330.inp	Focal Search with eps = 1.050000	78	33	66	0.000125	19	UULLDRDDLUURDDLUUUL
4	80	NSQ-n4-ctrl80_20250515-003209.900756761.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	9458	4962	13798	0.038908	38	LURDLULLDDRRDRUUULLDLURDRDDLULURDDLUUU
4	80	NSQ-n4-ctrl80_20250515-003209.900756761.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	9476	4970	8930	0.027458	38	LURDLULLDDRRDRUUULLDLURDRDDLULURDDLUUU
4	80	NSQ-n4-ctrl80_20250515-003209.900756761.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	9484	4974	6197	0.0572	38	LURDLULLDDRRDRUUULLDLURDRDDLULURDDLUUU
4	80	NSQ-n4-ctrl80_20250515-003209.900756761.inp	VDM's PE	34747	18283	11107	0.086501	38	ULDDLLURRRULLLDRDRDRUUULLDRDDLLUURDLUU
4	80	NSQ-n4-ctrl80_20250515-003209.900756761.inp	AStar with Partial Expansion with C = 2.000000	34560	18184	34310	0.104586	38	ULDDLLURRRULLLDRDRDRUUULLDRDDLLUURDLUU
4	80	NSQ-n4-ctrl80_20250515-003209.900756761.inp	Focal Search with eps = 1.050000	9434	4949	8917	0.025601	38	LURDLULLDDRRDRUUULLDLURDRDDLULURDDLUUU
4	80	NSQ-n4-ctrl80_20250515-003210.271831996.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	126	58	156	0.000323	20	ULDLULUURRDDLURULDLU
4	80	NSQ-n4-ctrl80_20250515-003210.271831996.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	115	54	93	0.000209	20	ULDLULUURRDDLURULDLU
4	80	NSQ-n4-ctrl80_20250515-003210.271831996.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	130	60	62	0.000439	20	ULDLULUURRDDLURULDLU
4	80	NSQ-n4-ctrl80_20250515-003210.271831996.inp	VDM's PE	263	123	82	0.000479	20	ULDLULUURRDDLURULDLU
4	80	NSQ-n4-ctrl80_20250515-003210.271831996.inp	AStar with Partial Expansion with C = 2.000000	263	123	263	0.000489	20	ULDLULUURRDDLURULDLU
4	80	NSQ-n4-ctrl80_20250515-003210.271831996.inp	Focal Search with eps = 1.050000	102	48	91	0.00018	20	ULDLULUURRDDLURULDLU
4	80	NSQ-n4-ctrl80_20250515-003210.275829587.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	76384	39613	106612	0.583294	42	DDRURRDLDLULDRURRDLLUUURDLLURRDRDLLUULDRUL
4	80	NSQ-n4-ctrl80_20250515-003210.275829587.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	76763	39820	68046	0.755055	42	DDRURRDLDLULDRURRDLLUUURDLLURRDRDLLUULDRUL
4	80	NSQ-n4-ctrl80_20250515-003210.275829587.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	77034	39956	46537	1.60827	42	DDRURRDLDLULDRURRDLLUUURDLLURRDRDLLUULDRUL
4	80	NSQ-n4-ctrl80_20250515-003210.275829587.inp	VDM's PE	772915	415104	252938	3.07092	42	DDRURDDLULDRURURDDLLUUURDLLURRDRDLLUULDRUL
4	80	NSQ-n4-ctrl80_20250515-003210.275829587.inp	AStar with Partial Expansion with C = 2.000000	760845	408432	755423	3.79556	42	DDRURDDLULDRURURDDLLUUURDLLURRDRDLLUULDRUL
4	80	NSQ-n4-ctrl80_20250515-003210.275829587.inp	Focal Search with eps = 1.050000	69144	35995	60518	0.296951	42	DDRURRDLDLULDRURRDLLUUURDLLURRDRDLLUULDRUL
4	80	NSQ-n4-ctrl80_20250515-003221.726249109.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	959	471	1401	0.002917	26	DLULDDDRRURDLULUULDRDDLUUU
4	80	NSQ-n4-ctrl80_20250515-003221.726249109.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	951	467	931	0.00227	26	DLULDDDRRURDLULUULDRDDLUUU
4	80	NSQ-n4-ctrl80_20250515-003221.726249109.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	969	475	597	0.004385	26	DLULDDDRRURDLULUULDRDDLUUU
4	80	NSQ-n4-ctrl80_20250515-003221.726249109.inp	VDM's PE	2977	1500	937	0.006483	26	DLULDDDRRURDLULUULDRDDLUUU
4	80	NSQ-n4-ctrl80_20250515-003221.726249109.inp	AStar with Partial Expansion with C = 2.000000	2964	1494	2946	0.006721	26	DLULDDDRRURDLULUULDRDDLUUU
4	80	NSQ-n4-ctrl80_20250515-003221.726249109.inp	Focal Search with eps = 1.050000	933	460	920	0.002116	26	DLULDDDRRURDLULUULDRDDLUUU
4	80	NSQ-n4-ctrl80_20250515-003221.754346073.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	8090	4069	11971	0.030776	34	RDRRDLLUURDDLULDDRULDRRULULURDRULL
4	80	NSQ-n4-ctrl80_20250515-003221.754346073.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	8097	4073	8001	0.022171	34	RDRRDLLUURDDLULDDRULDRRULULURDRULL
4	80	NSQ-n4-ctrl80_20250515-003221.754346073.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	8097	4073	5334	0.048044	34	RDRRDLLUURDDLULDDRULDRRULULURDRULL
4	80	NSQ-n4-ctrl80_20250515-003221.754346073.inp	VDM's PE	29829	15266	9714	0.072376	34	RDRRDLLUURDDLULDRDLURDRULULURDRULL
4	80	NSQ-n4-ctrl80_20250515-003221.754346073.inp	AStar with Partial Expansion with C = 2.000000	29771	15236	29451	0.08545	34	RDRRDLLUURDDLULDRDLURDRULULURDRULL
4	80	NSQ-n4-ctrl80_20250515-003221.754346073.inp	Focal Search with eps = 1.050000	8092	4069	8002	0.020939	34	RDRRDLLUURDDLULDDRULDRRULULURDRULL
4	80	NSQ-n4-ctrl80_20250515-003222.057389017.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	1056	544	1229	0.003302	34	RDLURDDLLULDRUURDRDLDLUURRDDLLLUUU
4	80	NSQ-n4-ctrl80_20250515-003222.057389017.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	1053	543	690	0.002562	34	RDLURDDLLULDRUURDRDLDLUURRDDLLLUUU
4	80	NSQ-n4-ctrl80_20250515-003222.057389017.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	1107	574	533	0.005142	34	RDLURDDLLULDRUURDRDLDLUURRDDLLLUUU
4	80	NSQ-n4-ctrl80_20250515-003222.057389017.inp	VDM's PE	2267	1199	852	0.005156	34	RDLURDDLLULDRUURDRDLDLUURRDDLLLUUU
4	80	NSQ-n4-ctrl80_20250515-003222.057389017.inp	AStar with Partial Expansion with C = 2.000000	2267	1199	2249	0.005696	34	RDLURDDLLULDRUURDRDLDLUURRDDLLLUUU
4	80	NSQ-n4-ctrl80_20250515-003222.057389017.inp	Focal Search with eps = 1.050000	814	422	580	0.002041	34	RDLURDDLLULDRUURDRDLDLUURRDDLLLUUU
4	80	NSQ-n4-ctrl80_20250515-003222.083809134.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	440376	236806	612237	15.0811	39	LDRRULDLURDLDRDRRUUULLLDDRRRDLLLUURDLUU
4	80	NSQ-n4-ctrl80_20250515-003222.083809134.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	443472	238573	381192	21.4387	39	LDRRULDLURDLDRDRRUUULLLDDRRRDLLLUURDLUU
4	80	NSQ-n4-ctrl80_20250515-003222.083809134.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	443737	238707	266695	48.1537	39	LDRRULDLURDLDRDRRUUULLLDDRRRDLLLUURDLUU
4	80	NSQ-n4-ctrl80_20250515-003222.083809134.inp	VDM's PE	1205470	659770	383405	4.67112	39	LDRRULLDRDDRRUULLULDDRURDRDLLLURURRULLL
4	80	NSQ-n4-ctrl80_20250515-003222.083809134.inp	AStar with Partial Expansion with C = 2.000000	1193163	652816	1185536	6.31932	39	LDRRULLDRDDRRUULLULDDRURDRDLLLURURRULLL
4	80	NSQ-n4-ctrl80_20250515-003222.083809134.inp	Focal Search with eps = 1.050000	426957	230491	373652	8.24655	39	LDRRULDLURDLDRDRRUUULLLDDRRRDLLLUURDLUU
4	80	NSQ-n4-ctrl80_20250515-003409.290025053.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	97	48	98	0.000262	20	DDRDLURRRDLURUULLDLU
4	80	NSQ-n4-ctrl80_20250515-003409.290025053.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	97	48	50	0.000188	20	DDRDLURRRDLURUULLDLU
4	80	NSQ-n4-ctrl80_20250515-003409.290025053.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	78	38	32	0.000244	20	DDRDLURRRDLURUULLDLU
4	80	NSQ-n4-ctrl80_20250515-003409.290025053.inp	VDM's PE	97	48	38	0.000184	20	DDRDLURRRDLURUULLDLU
4	80	NSQ-n4-ctrl80_20250515-003409.290025053.inp	AStar with Partial Expansion with C = 2.000000	97	48	97	0.000184	20	DDRDLURRRDLURUULLDLU
4	80	NSQ-n4-ctrl80_20250515-003409.290025053.inp	Focal Search with eps = 1.050000	58	28	32	9.8e-05	20	DDRDLURRRDLURUULLDLU
4	80	NSQ-n4-ctrl80_20250515-003409.293155705.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	4890	2465	7236	0.017792	34	UUULLDRDLURRULLDRRDDLULULURDRRULLL
4	80	NSQ-n4-ctrl80_20250515-003409.293155705.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	4905	2474	4818	0.012995	34	UUULLDRDLURRULLDRRDDLULULURDRRULLL
4	80	NSQ-n4-ctrl80_20250515-003409.293155705.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	4914	2479	3163	0.027088	34	UUULLDRDLURRULLDRRDDLULULURDRRULLL
4	80	NSQ-n4-ctrl80_20250515-003409.293155705.inp	VDM's PE	18261	9321	5817	0.044129	34	UUULLDRDLURRULLDRRDDLULULURDRRULLL
4	80	NSQ-n4-ctrl80_20250515-003409.293155705.inp	AStar with Partial Expansion with C = 2.000000	18259	9318	18127	0.049711	34	UUULLDRDLURRULLDRRDDLULULURDRRULLL
4	80	NSQ-n4-ctrl80_20250515-003409.293155705.inp	Focal Search with eps = 1.050000	4887	2464	4815	0.012217	34	UUULLDRDLURRULLDRRDDLULULURDRRULLL
4	80	NSQ-n4-ctrl80_20250515-003409.470552156.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	9867	5014	10297	0.03593	29	DDLUULDLDRDRRUULDDLURDRUUULLL
4	80	NSQ-n4-ctrl80_20250515-003409.470552156.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	10010	5099	5314	0.025777	29	DDLUULDLDRDRRUULDDLURDRUUULLL
4	80	NSQ-n4-ctrl80_20250515-003409.470552156.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	10090	5135	3391	0.05478	29	DDLUULDLDRDRRUULDDLURDRUUULLL
4	80	NSQ-n4-ctrl80_20250515-003409.470552156.inp	VDM's PE	12028	6169	3747	0.02686	29	DDLUULDLDRDRRUULDDLURDRUUULLL
4	80	NSQ-n4-ctrl80_20250515-003409.470552156.inp	AStar with Partial Expansion with C = 2.000000	12028	6169	12024	0.032114	29	DDLUULDLDRDRRUULDDLURDRUUULLL
4	80	NSQ-n4-ctrl80_20250515-003409.470552156.inp	Focal Search with eps = 1.050000	7980	4026	4655	0.019562	29	DDLUULDLDRDRRUULDDLURDRUUULLL
4	80	NSQ-n4-ctrl80_20250515-003409.678619201.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	758	382	757	0.002148	26	DRURDLULDRDLDRURURDDLULLUU
4	80	NSQ-n4-ctrl80_20250515-003409.678619201.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	740	373	372	0.001618	26	DRURDLULDRDLDRURURDDLULLUU
4	80	NSQ-n4-ctrl80_20250515-003409.678619201.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	747	376	252	0.002927	26	DRURDLULDRDLDRURURDDLULLUU
4	80	NSQ-n4-ctrl80_20250515-003409.678619201.inp	VDM's PE	780	395	259	0.00159	26	DRURDLULDRDLDRURURDDLULLUU
4	80	NSQ-n4-ctrl80_20250515-003409.678619201.inp	AStar with Partial Expansion with C = 2.000000	780	395	776	0.001727	26	DRURDLULDRDLDRURURDDLULLUU
4	80	NSQ-n4-ctrl80_20250515-003409.678619201.inp	Focal Search with eps = 1.050000	461	231	272	0.000991	26	DRURDLULDRDLDRURURDDLULLUU
4	80	NSQ-n4-ctrl80_20250515-003409.691785497.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	2161	1088	3037	0.007121	30	RURDLULDRURDLULLDRRULURDDLUULU
4	80	NSQ-n4-ctrl80_20250515-003409.691785497.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	2186	1100	1987	0.005756	30	RURDLULDRURDLULLDRRULURDDLUULU
4	80	NSQ-n4-ctrl80_20250515-003409.691785497.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	2169	1092	1346	0.011038	30	RURDLULDRURDLULLDRRULURDDLUULU
4	80	NSQ-n4-ctrl80_20250515-003409.691785497.inp	VDM's PE	6785	3495	2229	0.016445	30	RURDLULDRURDLULLDRRULURDDLUULU
4	80	NSQ-n4-ctrl80_20250515-003409.691785497.inp	AStar with Partial Expansion with C = 2.000000	6717	3459	6627	0.016644	30	RURDLULDRURDLULLDRRULURDDLUULU
4	80	NSQ-n4-ctrl80_20250515-003409.691785497.inp	Focal Search with eps = 1.050000	2086	1051	1962	0.005055	30	RURDLULDRURDLULLDRRULURDDLUULU
4	80	NSQ-n4-ctrl80_20250515-003409.759496599.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	228	109	231	0.000571	21	DLURUULDRULLDDDRULLUU
4	80	NSQ-n4-ctrl80_20250515-003409.759496599.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	234	113	122	0.000434	21	DLURUULDRULLDDDRULLUU
4	80	NSQ-n4-ctrl80_20250515-003409.759496599.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	231	111	91	0.000766	21	DLURUULDRULLDDDRULLUU
4	80	NSQ-n4-ctrl80_20250515-003409.759496599.inp	VDM's PE	234	113	91	0.000432	21	DLURUULDRULLDDDRULLUU
4	80	NSQ-n4-ctrl80_20250515-003409.759496599.inp	AStar with Partial Expansion with C = 2.000000	234	113	234	0.00045	21	DLURUULDRULLDDDRULLUU
4	80	NSQ-n4-ctrl80_20250515-003409.759496599.inp	Focal Search with eps = 1.050000	195	94	104	0.000363	21	DLURUULDRULLDDDRULLUU
4	80	NSQ-n4-ctrl80_20250515-003409.764397140.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	1412	725	2063	0.004766	26	LUUULDDDLURRDLLUURDDLURUUL
4	80	NSQ-n4-ctrl80_20250515-003409.764397140.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	1415	726	1346	0.003796	26	LUUULDDDLURRDLLUURDDLURUUL
4	80	NSQ-n4-ctrl80_20250515-003409.764397140.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	1430	735	949	0.007354	26	LUUULDDDLURRDLLUURDDLURUUL
4	80	NSQ-n4-ctrl80_20250515-003409.764397140.inp	VDM's PE	4590	2359	1486	0.010819	26	LUULDDLURRDLLUURDDLURURULL
4	80	NSQ-n4-ctrl80_20250515-003409.764397140.inp	AStar with Partial Expansion with C = 2.000000	4579	2354	4563	0.011077	26	LUULDDLURRDLLUURDDLURURULL
4	80	NSQ-n4-ctrl80_20250515-003409.764397140.inp	Focal Search with eps = 1.050000	1397	718	1335	0.003411	26	LUUULDDDLURRDLLUURDDLURUUL
4	80	NSQ-n4-ctrl80_20250515-003409.809809622.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	1490	748	1550	0.004495	36	LULLDDDRRURDLURUULLLDDDRRRUULULLDRUL
4	80	NSQ-n4-ctrl80_20250515-003409.809809622.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	1454	725	799	0.00343	36	LULLDDDRRURDLURUULLLDDDRRRUULULLDRUL
4	80	NSQ-n4-ctrl80_20250515-003409.809809622.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	1478	741	523	0.006344	36	LULLDDDRRURDLURUULLLDDDRRRUULULLDRUL
4	80	NSQ-n4-ctrl80_20250515-003409.809809622.inp	VDM's PE	2313	1185	772	0.005193	36	LULLDDDRRURDLURUULLLDDDRRRUULULLDRUL
4	80	NSQ-n4-ctrl80_20250515-003409.809809622.inp	AStar with Partial Expansion with C = 2.000000	2313	1185	2309	0.005713	36	LULLDDDRRURDLURUULLLDDDRRRUULULLDRUL
4	80	NSQ-n4-ctrl80_20250515-003409.809809622.inp	Focal Search with eps = 1.050000	1029	516	604	0.002415	36	LULLDDDRRURDLURUULLLDDDRRRUULULLDRUL
4	80	NSQ-n4-ctrl80_20250515-003409.840088138.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	3989	2076	5726	0.01465	34	LURDLLULURURDRULLDRULLDDDRUULDRUUL
4	80	NSQ-n4-ctrl80_20250515-003409.840088138.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	3981	2072	3682	0.010729	34	LURDLLULURURDRULLDRULLDDDRUULDRUUL
4	80	NSQ-n4-ctrl80_20250515-003409.840088138.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	3987	2075	2644	0.02195	34	LURDLLULURURDRULLDRULLDDDRUULDRUUL
4	80	NSQ-n4-ctrl80_20250515-003409.840088138.inp	VDM's PE	13363	7043	4344	0.032898	34	LURDLLULDRULURURDRULLDRULLDRDLURUL
4	80	NSQ-n4-ctrl80_20250515-003409.840088138.inp	AStar with Partial Expansion with C = 2.000000	13357	7039	13195	0.037594	34	LURDLLULDRULURURDRULLDRULLDRDLURUL
4	80	NSQ-n4-ctrl80_20250515-003409.840088138.inp	Focal Search with eps = 1.050000	3918	2040	3654	0.009859	34	LURDLLULURURDRULLDRULLDDDRUULDRUUL
4	80	NSQ-n4-ctrl80_20250515-003409.977513706.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	21030	11190	29536	0.092667	40	ULDLDRRDLLLUURURDRULDDDLUULDRURRDDLLLUUU
