n	ctrl	filename	algo_name	expanded_nodes	iteration_count	max_size	time	count_steps	steps
4	60	NSQ-n4-ctrl60_20250515-003156.737290781.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	25	10	26	6.8e-05	10	URURULLDLU
4	60	NSQ-n4-ctrl60_20250515-003156.737290781.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	25	10	16	3.6e-05	10	URURULLDLU
4	60	NSQ-n4-ctrl60_20250515-003156.737290781.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	25	10	10	5.9e-05	10	URURULLDLU
4	60	NSQ-n4-ctrl60_20250515-003156.737290781.inp	VDM's PE	25	10	9	3.5e-05	10	URURULLDLU
4	60	NSQ-n4-ctrl60_20250515-003156.737290781.inp	AStar with Partial Expansion with C = 2.000000	25	10	25	3.3e-05	10	URURULLDLU
4	60	NSQ-n4-ctrl60_20250515-003156.737290781.inp	Focal Search with eps = 1.050000	25	10	16	3.3e-05	10	URURULLDLU
4	60	NSQ-n4-ctrl60_20250515-003156.739458311.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	92	41	130	0.000237	20	URRULURDLDLULURRDLUL
4	60	NSQ-n4-ctrl60_20250515-003156.739458311.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	100	45	91	0.000176	20	URRULURDLDLULURRDLUL
4	60	NSQ-n4-ctrl60_20250515-003156.739458311.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	92	41	58	0.000298	20	URRULURDLDLULURRDLUL
4	60	NSQ-n4-ctrl60_20250515-003156.739458311.inp	VDM's PE	232	113	75	0.000443	20	URRULURDLDLULURRDLUL
4	60	NSQ-n4-ctrl60_20250515-003156.739458311.inp	AStar with Partial Expansion with C = 2.000000	232	113	232	0.000451	20	URRULURDLDLULURRDLUL
4	60	NSQ-n4-ctrl60_20250515-003156.739458311.inp	Focal Search with eps = 1.050000	84	37	87	0.00014	20	URRULURDLDLULURRDLUL
4	60	NSQ-n4-ctrl60_20250515-003156.742918088.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	620	290	690	0.001775	29	DLDDRUUULDLLDRRDLUURDRULDLUUL
4	60	NSQ-n4-ctrl60_20250515-003156.742918088.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	570	268	371	0.001279	29	DLDDRUUULDLLDRRDLUURDRULDLUUL
4	60	NSQ-n4-ctrl60_20250515-003156.742918088.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	585	276	244	0.002412	29	DLDDRUUULDLLDRRDLUURDRULDLUUL
4	60	NSQ-n4-ctrl60_20250515-003156.742918088.inp	VDM's PE	1941	933	681	0.004143	29	DLDDRUUULDLLDRRDLUURDRULDLUUL
4	60	NSQ-n4-ctrl60_20250515-003156.742918088.inp	AStar with Partial Expansion with C = 2.000000	1941	933	1933	0.004385	29	DLDDRUUULDLLDRRDLUURDRULDLUUL
4	60	NSQ-n4-ctrl60_20250515-003156.742918088.inp	Focal Search with eps = 1.050000	408	190	266	0.000952	29	DLDDRUUULDLLDRRDLUURDRULDLUUL
4	60	NSQ-n4-ctrl60_20250515-003156.760313849.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	2383	1182	3568	0.00826	30	RDLLUULDRURRULDRDDLLULURRDLULU
4	60	NSQ-n4-ctrl60_20250515-003156.760313849.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	2383	1182	2386	0.006221	30	RDLLUULDRURRULDRDDLLULURRDLULU
4	60	NSQ-n4-ctrl60_20250515-003156.760313849.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	2385	1183	1592	0.012299	30	RDLLUULDRURRULDRDDLLULURRDLULU
4	60	NSQ-n4-ctrl60_20250515-003156.760313849.inp	VDM's PE	8331	4222	2701	0.020383	30	RDLLUULDRURRULDRDDLLULURRDLULU
4	60	NSQ-n4-ctrl60_20250515-003156.760313849.inp	AStar with Partial Expansion with C = 2.000000	8331	4222	8309	0.022442	30	RDLLUULDRURRULDRDDLLULURRDLULU
4	60	NSQ-n4-ctrl60_20250515-003156.760313849.inp	Focal Search with eps = 1.050000	2380	1180	2387	0.005713	30	RDLLUULDRURRULDRDDLLULURRDLULU
4	60	NSQ-n4-ctrl60_20250515-003156.844181095.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	214	101	246	0.000569	24	LLURRUULDRDDLLULDRRULUUL
4	60	NSQ-n4-ctrl60_20250515-003156.844181095.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	195	91	143	0.000376	24	LLURRUULDRDDLLULDRRULUUL
4	60	NSQ-n4-ctrl60_20250515-003156.844181095.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	193	90	89	0.000654	24	LLURRUULDRDDLLULDRRULUUL
4	60	NSQ-n4-ctrl60_20250515-003156.844181095.inp	VDM's PE	378	189	129	0.000759	24	LLURRUULDRDDLLULDRRULUUL
4	60	NSQ-n4-ctrl60_20250515-003156.844181095.inp	AStar with Partial Expansion with C = 2.000000	378	189	372	0.00078	24	LLURRUULDRDDLLULDRRULUUL
4	60	NSQ-n4-ctrl60_20250515-003156.844181095.inp	Focal Search with eps = 1.050000	153	71	124	0.000303	24	LLURRUULDRDDLLULDRRULUUL
4	60	NSQ-n4-ctrl60_20250515-003156.849462864.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	2581	1300	2729	0.008515	31	DLLLURUULDDRULDRRULDDLURRRUULLL
4	60	NSQ-n4-ctrl60_20250515-003156.849462864.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	2566	1291	1431	0.00609	31	DLLLURUULDDRULDRRULDDLURRRUULLL
4	60	NSQ-n4-ctrl60_20250515-003156.849462864.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	2670	1344	939	0.012564	31	DLLLURUULDDRULDRRULDDLURRRUULLL
4	60	NSQ-n4-ctrl60_20250515-003156.849462864.inp	VDM's PE	3749	1911	1260	0.008281	31	DLLLURUULDRDLURRDLDLURURDRUULLL
4	60	NSQ-n4-ctrl60_20250515-003156.849462864.inp	AStar with Partial Expansion with C = 2.000000	3749	1911	3747	0.008927	31	DLLLURUULDRDLURRDLDLURURDRUULLL
4	60	NSQ-n4-ctrl60_20250515-003156.849462864.inp	Focal Search with eps = 1.050000	2252	1127	1311	0.005069	31	DLLUUULDRDDLUURDRULDDLURRRUULLL
4	60	NSQ-n4-ctrl60_20250515-003156.903703142.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	347	176	496	0.001048	24	LLURDDLURDRUUULDDLUURDLU
4	60	NSQ-n4-ctrl60_20250515-003156.903703142.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	357	181	329	0.000837	24	LLURDDLURDRUUULDDLUURDLU
4	60	NSQ-n4-ctrl60_20250515-003156.903703142.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	357	181	232	0.001542	24	LLURDDLURDRUUULDDLUURDLU
4	60	NSQ-n4-ctrl60_20250515-003156.903703142.inp	VDM's PE	1127	558	361	0.002422	24	LLURDDLURDRUUULDDLUURDLU
4	60	NSQ-n4-ctrl60_20250515-003156.903703142.inp	AStar with Partial Expansion with C = 2.000000	1127	558	1119	0.002508	24	LLURDDLURDRUUULDDLUURDLU
4	60	NSQ-n4-ctrl60_20250515-003156.903703142.inp	Focal Search with eps = 1.050000	339	171	323	0.000746	24	LLURDDLURDRUUULDDLUURDLU
4	60	NSQ-n4-ctrl60_20250515-003156.915596891.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	3329	1613	4965	0.011533	28	RRDLDLDRRUUULDRULLDRDDLURUUL
4	60	NSQ-n4-ctrl60_20250515-003156.915596891.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	3407	1650	3471	0.008626	28	RRDLDLDRRUUULDRULLDRDDLURUUL
4	60	NSQ-n4-ctrl60_20250515-003156.915596891.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	3430	1662	2083	0.01782	28	RRDLDLDRRUUULDRULLDRDDLURUUL
4	60	NSQ-n4-ctrl60_20250515-003156.915596891.inp	VDM's PE	10340	5107	3218	0.023915	28	DDRULDDRRULDLURULURDRULLDRUL
4	60	NSQ-n4-ctrl60_20250515-003156.915596891.inp	AStar with Partial Expansion with C = 2.000000	10029	4946	9933	0.025959	28	DDRULDDRRULDLURULURDRULLDRUL
4	60	NSQ-n4-ctrl60_20250515-003156.915596891.inp	Focal Search with eps = 1.050000	3390	1642	3466	0.00833	28	RRDLDLDRRUUULDRULLDRDDLURUUL
4	60	NSQ-n4-ctrl60_20250515-003157.020693375.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	82	36	86	0.000199	20	RDDDLLLURULURDRDLLUU
4	60	NSQ-n4-ctrl60_20250515-003157.020693375.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	110	47	66	0.000165	20	RDDDLLLURULURDRDLLUU
4	60	NSQ-n4-ctrl60_20250515-003157.020693375.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	68	30	23	0.000178	20	RDDDLLLURULURDRDLLUU
4	60	NSQ-n4-ctrl60_20250515-003157.020693375.inp	VDM's PE	115	51	34	0.000188	20	RDDDLLLURULURDRDLLUU
4	60	NSQ-n4-ctrl60_20250515-003157.020693375.inp	AStar with Partial Expansion with C = 2.000000	115	51	115	0.000179	20	RDDDLLLURULURDRDLLUU
4	60	NSQ-n4-ctrl60_20250515-003157.020693375.inp	Focal Search with eps = 1.050000	51	24	35	8.7e-05	20	RDDDLLLURULURDRDLLUU
4	60	NSQ-n4-ctrl60_20250515-003157.023577063.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	80	37	81	0.000205	17	RURDRDLLLURRRULLL
4	60	NSQ-n4-ctrl60_20250515-003157.023577063.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	80	37	44	0.000132	17	RURDRDLLLURRRULLL
4	60	NSQ-n4-ctrl60_20250515-003157.023577063.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	80	37	29	0.000235	17	RURDRDLLLURRRULLL
4	60	NSQ-n4-ctrl60_20250515-003157.023577063.inp	VDM's PE	80	37	28	0.000135	17	RURDRDLLLURRRULLL
4	60	NSQ-n4-ctrl60_20250515-003157.023577063.inp	AStar with Partial Expansion with C = 2.000000	80	37	80	0.000132	17	RURDRDLLLURRRULLL
4	60	NSQ-n4-ctrl60_20250515-003157.023577063.inp	Focal Search with eps = 1.050000	50	23	32	8.1e-05	17	RURDRDLLLURRRULLL
4	60	NSQ-n4-ctrl60_20250515-003157.026051148.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	135	62	141	0.000344	18	UUULDDLLDRURRULULL
4	60	NSQ-n4-ctrl60_20250515-003157.026051148.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	117	53	74	0.000197	18	UUULDDLLDRURRULULL
4	60	NSQ-n4-ctrl60_20250515-003157.026051148.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	124	57	43	0.000386	18	UUULDDLLDRURRULULL
4	60	NSQ-n4-ctrl60_20250515-003157.026051148.inp	VDM's PE	177	84	57	0.000322	18	UUULDDLLDRURRULULL
4	60	NSQ-n4-ctrl60_20250515-003157.026051148.inp	AStar with Partial Expansion with C = 2.000000	177	84	177	0.000326	18	UUULDDLLDRURRULULL
4	60	NSQ-n4-ctrl60_20250515-003157.026051148.inp	Focal Search with eps = 1.050000	91	42	64	0.000157	18	UUULDDLLDRURRULULL
4	60	NSQ-n4-ctrl60_20250515-003157.029347504.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	289	143	425	0.000856	25	DRRULDDRUULURRDLLULDDRULU
4	60	NSQ-n4-ctrl60_20250515-003157.029347504.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	296	146	285	0.000674	25	DRRULDDRUULURRDLLULDDRULU
4	60	NSQ-n4-ctrl60_20250515-003157.029347504.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	285	141	190	0.001166	25	DRRULDDRUULURRDLLULDDRULU
4	60	NSQ-n4-ctrl60_20250515-003157.029347504.inp	VDM's PE	1167	565	386	0.002455	25	DRRULDDRUULURRDLLULDDRULU
4	60	NSQ-n4-ctrl60_20250515-003157.029347504.inp	AStar with Partial Expansion with C = 2.000000	1167	565	1167	0.002609	25	DRRULDDRUULURRDLLULDDRULU
4	60	NSQ-n4-ctrl60_20250515-003157.029347504.inp	Focal Search with eps = 1.050000	285	141	281	0.000718	25	DRRULDDRUULURRDLLULDDRULU
4	60	NSQ-n4-ctrl60_20250515-003157.039826507.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	80	36	84	0.000201	18	RDDLURRDDRUUULDLUL
4	60	NSQ-n4-ctrl60_20250515-003157.039826507.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	99	47	55	0.000172	18	RDDLURRDDRUUULDLUL
4	60	NSQ-n4-ctrl60_20250515-003157.039826507.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	73	31	30	0.00021	18	RDDLURRDDRUUULDLUL
4	60	NSQ-n4-ctrl60_20250515-003157.039826507.inp	VDM's PE	119	57	45	0.00022	18	RDRDDRUUULDLDLURUL
4	60	NSQ-n4-ctrl60_20250515-003157.039826507.inp	AStar with Partial Expansion with C = 2.000000	119	57	119	0.000209	18	RDRDDRUUULDLDLURUL
4	60	NSQ-n4-ctrl60_20250515-003157.039826507.inp	Focal Search with eps = 1.050000	49	22	32	8e-05	18	RDDLURRDDRUUULDLUL
4	60	NSQ-n4-ctrl60_20250515-003157.042652438.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	4235	2135	5771	0.015034	35	RRDLLULDRURRDLLLDRDLURDRURDLUULDLUU
4	60	NSQ-n4-ctrl60_20250515-003157.042652438.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	4267	2149	3673	0.010883	35	RRDLLULDRURRDLLLDRDLURDRURDLUULDLUU
4	60	NSQ-n4-ctrl60_20250515-003157.042652438.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	4316	2170	2374	0.022604	35	RRDLLULDRURRDLLLDRDLURDRURDLUULDLUU
4	60	NSQ-n4-ctrl60_20250515-003157.042652438.inp	VDM's PE	13317	6944	4275	0.032365	35	LDDRDLURUURRDLLDDRURDLUULURRDLLDLUU
4	60	NSQ-n4-ctrl60_20250515-003157.042652438.inp	AStar with Partial Expansion with C = 2.000000	13302	6936	13242	0.037175	35	LDDRDLURUURRDLLDDRURDLUULURRDLLDLUU
4	60	NSQ-n4-ctrl60_20250515-003157.042652438.inp	Focal Search with eps = 1.050000	3923	1988	3497	0.009697	35	RRDLLULDRURRDLLLDRDLURDRURDLUULDLUU
4	60	NSQ-n4-ctrl60_20250515-003157.182371322.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	1238	613	1848	0.003957	24	LLDRRULLDDRRDLUULURRDLUL
4	60	NSQ-n4-ctrl60_20250515-003157.182371322.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	1245	616	1242	0.003177	24	LLDRRULLDDRRDLUULURRDLUL
4	60	NSQ-n4-ctrl60_20250515-003157.182371322.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	1232	611	772	0.006095	24	LLDRRULLDDRRDLUULURRDLUL
4	60	NSQ-n4-ctrl60_20250515-003157.182371322.inp	VDM's PE	3658	1801	1122	0.008013	24	LLDRRULLDDRRDLUULURRDLUL
4	60	NSQ-n4-ctrl60_20250515-003157.182371322.inp	AStar with Partial Expansion with C = 2.000000	3650	1796	3640	0.00824	24	LLDRRULLDDRRDLUULURRDLUL
4	60	NSQ-n4-ctrl60_20250515-003157.182371322.inp	Focal Search with eps = 1.050000	1228	609	1231	0.002871	24	LLDRRULLDDRRDLUULURRDLUL
4	60	NSQ-n4-ctrl60_20250515-003157.218731020.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	20	7	21	5.4e-05	7	RDRUULL
4	60	NSQ-n4-ctrl60_20250515-003157.218731020.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	20	7	14	2.5e-05	7	RDRUULL
4	60	NSQ-n4-ctrl60_20250515-003157.218731020.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	20	7	8	4.9e-05	7	RDRUULL
4	60	NSQ-n4-ctrl60_20250515-003157.218731020.inp	VDM's PE	20	7	7	2.5e-05	7	RDRUULL
4	60	NSQ-n4-ctrl60_20250515-003157.218731020.inp	AStar with Partial Expansion with C = 2.000000	20	7	20	2.2e-05	7	RDRUULL
4	60	NSQ-n4-ctrl60_20250515-003157.218731020.inp	Focal Search with eps = 1.050000	20	7	14	2.2e-05	7	RDRUULL
4	60	NSQ-n4-ctrl60_20250515-003157.220807585.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	118	53	119	0.000278	21	URRRDLLUUURDRDDLULLUU
4	60	NSQ-n4-ctrl60_20250515-003157.220807585.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	118	53	66	0.000186	21	URRRDLLUUURDRDDLULLUU
4	60	NSQ-n4-ctrl60_20250515-003157.220807585.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	118	53	48	0.000342	21	URRRDLLUUURDRDDLULLUU
4	60	NSQ-n4-ctrl60_20250515-003157.220807585.inp	VDM's PE	118	53	47	0.000201	21	URRRDLLUUURDRDDLULLUU
4	60	NSQ-n4-ctrl60_20250515-003157.220807585.inp	AStar with Partial Expansion with C = 2.000000	118	53	118	0.000194	21	URRRDLLUUURDRDDLULLUU
4	60	NSQ-n4-ctrl60_20250515-003157.220807585.inp	Focal Search with eps = 1.050000	111	49	65	0.000168	21	URRRDLLUUURDRDDLULLUU
4	60	NSQ-n4-ctrl60_20250515-003157.223761594.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	104	47	120	0.000262	19	DLDRRURULDDDRUULULL
4	60	NSQ-n4-ctrl60_20250515-003157.223761594.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	119	55	80	0.00021	19	DLDRRURULDDDRUULULL
4	60	NSQ-n4-ctrl60_20250515-003157.223761594.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	91	41	40	0.000277	19	DLDRRURULDDDRUULULL
4	60	NSQ-n4-ctrl60_20250515-003157.223761594.inp	VDM's PE	274	135	95	0.000553	19	RDRULLDLDRRDRUUULLL
4	60	NSQ-n4-ctrl60_20250515-003157.223761594.inp	AStar with Partial Expansion with C = 2.000000	274	135	272	0.000551	19	RDRULLDLDRRDRUUULLL
4	60	NSQ-n4-ctrl60_20250515-003157.223761594.inp	Focal Search with eps = 1.050000	78	36	57	0.000137	19	DLDRRURULDDDRUULULL
4	60	NSQ-n4-ctrl60_20250515-003157.227280532.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	285	131	393	0.000766	27	DRRRULLDRDLLUUURDDRULLDRULU
4	60	NSQ-n4-ctrl60_20250515-003157.227280532.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	289	133	264	0.000582	27	DRRRULLDRDLLUUURDDRULLDRULU
4	60	NSQ-n4-ctrl60_20250515-003157.227280532.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	289	133	162	0.001088	27	DRRRULLDRDLLUUURDDRULLDRULU
4	60	NSQ-n4-ctrl60_20250515-003157.227280532.inp	VDM's PE	1007	481	335	0.002059	27	DRRRULLDRDLLUUURDDRULLDRULU
4	60	NSQ-n4-ctrl60_20250515-003157.227280532.inp	AStar with Partial Expansion with C = 2.000000	1007	481	1007	0.002197	27	DRRRULLDRDLLUUURDDRULLDRULU
4	60	NSQ-n4-ctrl60_20250515-003157.227280532.inp	Focal Search with eps = 1.050000	257	120	242	0.000635	27	DRRRULLDRDLLUUURDDRULLDRULU
4	60	NSQ-n4-ctrl60_20250515-003157.236510216.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	165	73	206	0.000414	28	DRURURDDLULULURDLDRURULLDRUL
4	60	NSQ-n4-ctrl60_20250515-003157.236510216.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	142	62	125	0.000244	28	DRURURDDLULULURDLDRURULLDRUL
4	60	NSQ-n4-ctrl60_20250515-003157.236510216.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	159	70	87	0.000532	28	DRURURDDLULULURDLDRURULLDRUL
4	60	NSQ-n4-ctrl60_20250515-003157.236510216.inp	VDM's PE	386	182	129	0.000733	28	DRURURDDLULULURDLDRURULLDRUL
4	60	NSQ-n4-ctrl60_20250515-003157.236510216.inp	AStar with Partial Expansion with C = 2.000000	386	182	386	0.000758	28	DRURURDDLULULURDLDRURULLDRUL
4	60	NSQ-n4-ctrl60_20250515-003157.236510216.inp	Focal Search with eps = 1.050000	122	54	111	0.000201	28	DRURURDDLULULURDLDRURULLDRUL
4	60	NSQ-n4-ctrl60_20250515-003157.241118889.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	31	13	32	8.2e-05	11	URDRDDLUULU
4	60	NSQ-n4-ctrl60_20250515-003157.241118889.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	31	13	19	4.5e-05	11	URDRDDLUULU
4	60	NSQ-n4-ctrl60_20250515-003157.241118889.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	31	13	13	7.8e-05	11	URDRDDLUULU
4	60	NSQ-n4-ctrl60_20250515-003157.241118889.inp	VDM's PE	31	13	12	4.7e-05	11	URDRDDLUULU
4	60	NSQ-n4-ctrl60_20250515-003157.241118889.inp	AStar with Partial Expansion with C = 2.000000	31	13	31	4.4e-05	11	URDRDDLUULU
4	60	NSQ-n4-ctrl60_20250515-003157.241118889.inp	Focal Search with eps = 1.050000	31	13	19	4.3e-05	11	URDRDDLUULU
4	60	NSQ-n4-ctrl60_20250515-003157.243040865.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	25	9	26	6.2e-05	7	LDRULUL
4	60	NSQ-n4-ctrl60_20250515-003157.243040865.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	25	9	17	3.1e-05	7	LDRULUL
4	60	NSQ-n4-ctrl60_20250515-003157.243040865.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	25	9	10	5.7e-05	7	LDRULUL
4	60	NSQ-n4-ctrl60_20250515-003157.243040865.inp	VDM's PE	25	9	9	3.2e-05	7	LDRULUL
4	60	NSQ-n4-ctrl60_20250515-003157.243040865.inp	AStar with Partial Expansion with C = 2.000000	25	9	25	3e-05	7	LDRULUL
4	60	NSQ-n4-ctrl60_20250515-003157.243040865.inp	Focal Search with eps = 1.050000	25	9	17	2.9e-05	7	LDRULUL
4	60	NSQ-n4-ctrl60_20250515-003157.244757285.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	1521	759	1911	0.004824	26	RRULUURDLLDLURDRRUULLLDRUL
4	60	NSQ-n4-ctrl60_20250515-003157.244757285.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	1542	771	1168	0.003851	26	RRULUURDLLDLURDRRUULLLDRUL
4	60	NSQ-n4-ctrl60_20250515-003157.244757285.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	1562	780	759	0.007433	26	RRULUURDLLDLURDRRUULLLDRUL
4	60	NSQ-n4-ctrl60_20250515-003157.244757285.inp	VDM's PE	3248	1649	1011	0.007219	26	RRULUURDLLDLURDRRUULLLDRUL
4	60	NSQ-n4-ctrl60_20250515-003157.244757285.inp	AStar with Partial Expansion with C = 2.000000	3244	1647	3228	0.007705	26	RRULUURDLLDLURDRRUULLLDRUL
4	60	NSQ-n4-ctrl60_20250515-003157.244757285.inp	Focal Search with eps = 1.050000	1348	675	1114	0.003489	26	RRULUURDLLDLURDRRUULLLDRUL
4	60	NSQ-n4-ctrl60_20250515-003157.282401235.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	110	49	119	0.000281	23	LUULDDLURDDRUURDLURULLL
4	60	NSQ-n4-ctrl60_20250515-003157.282401235.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	126	57	77	0.00023	23	LUULDDLURDDRUURDLURULLL
4	60	NSQ-n4-ctrl60_20250515-003157.282401235.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	138	62	60	0.000455	23	LUULDDLURDDRUURDLURULLL
4	60	NSQ-n4-ctrl60_20250515-003157.282401235.inp	VDM's PE	242	114	96	0.000451	23	LUULDDLURDDRUURDLURULLL
4	60	NSQ-n4-ctrl60_20250515-003157.282401235.inp	AStar with Partial Expansion with C = 2.000000	242	114	242	0.000457	23	LUULDDLURDDRUURDLURULLL
4	60	NSQ-n4-ctrl60_20250515-003157.282401235.inp	Focal Search with eps = 1.050000	131	58	78	0.00022	23	LUULDDLURDDRUURDLURULLL
4	60	NSQ-n4-ctrl60_20250515-003157.286246468.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	63	28	73	0.000164	16	LDDRUUURDDRUULLL
4	60	NSQ-n4-ctrl60_20250515-003157.286246468.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	65	29	46	0.000108	16	LDDRUUURDDRUULLL
4	60	NSQ-n4-ctrl60_20250515-003157.286246468.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	79	35	34	0.00025	16	LDDRUUURDDRUULLL
4	60	NSQ-n4-ctrl60_20250515-003157.286246468.inp	VDM's PE	120	57	43	0.000235	16	LDDRUUURDDRUULLL
4	60	NSQ-n4-ctrl60_20250515-003157.286246468.inp	AStar with Partial Expansion with C = 2.000000	120	57	120	0.000223	16	LDDRUUURDDRUULLL
4	60	NSQ-n4-ctrl60_20250515-003157.286246468.inp	Focal Search with eps = 1.050000	43	20	35	7.8e-05	16	LDDRUUURDDRUULLL
4	60	NSQ-n4-ctrl60_20250515-003157.288888948.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	71	32	72	0.000178	14	URULDRRUULDLLU
4	60	NSQ-n4-ctrl60_20250515-003157.288888948.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	71	32	40	0.000114	14	URULDRRUULDLLU
4	60	NSQ-n4-ctrl60_20250515-003157.288888948.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	71	32	28	0.000211	14	URULDRRUULDLLU
4	60	NSQ-n4-ctrl60_20250515-003157.288888948.inp	VDM's PE	71	32	27	0.000116	14	URULDRRUULDLLU
4	60	NSQ-n4-ctrl60_20250515-003157.288888948.inp	AStar with Partial Expansion with C = 2.000000	71	32	71	0.000115	14	URULDRRUULDLLU
4	60	NSQ-n4-ctrl60_20250515-003157.288888948.inp	Focal Search with eps = 1.050000	61	26	39	9.4e-05	14	URULDRRUULDLLU
4	60	NSQ-n4-ctrl60_20250515-003157.291231151.inp	PFS_PE with eps = 1.05; pFocal = 0.6, cBound = 2	1000	484	1399	0.003074	27	DDDLULDRRULULURDLDRUULLDRUL
4	60	NSQ-n4-ctrl60_20250515-003157.291231151.inp	Probabilistic Focal Search with eps = 1.05; pFocal = 0.6	993	480	928	0.002416	27	DDDLULDRRULULURDLDRUULLDRUL
4	60	NSQ-n4-ctrl60_20250515-003157.291231151.inp	PFS_VDMPE with eps = 1.05; pFocal = 0.6	1006	487	591	0.004767	27	DDDLULDRRULULURDLDRUULLDRUL
4	60	NSQ-n4-ctrl60_20250515-003157.291231151.inp	VDM's PE	3044	1533	987	0.0069	27	DDDLULDRRULULURDLDRUULLDRUL
